GaitCyclePercent,Hip Flexion/Extension,Hip Add/Abduction,Hip Int/External Rotation,Knee Flx/Extension,Knee Add/Abduction,Knee Int/External Rotation,Ankle Dorsi/Plantarflexion,Ankle Inv/Eversion,Ankle Add/Abduction,Foot Angle,Shank Angle,Thigh Angle
71.0,0.0,0.0,0.0,3.9072947061302994,6.363098086075706,5.783314486255904,7.371218732606139,7.111383416591513,4.67194398292923,7.267606306620742,2.738471064449065,3.5172743911572373
72.0,0.0,0.0,0.0,3.756613112579845,6.327612912617574,6.034159545783154,7.37039844201997,6.964487820908611,4.323649329795792,7.470175678829988,2.8198115451845056,3.4103685971652618
73.0,0.0,0.0,0.0,3.701620217628348,6.287238102189925,6.322274804952403,7.268846783632424,6.802440245536735,4.059766511237562,7.673157315949802,2.9746931899499884,3.304282917393355
74.0,0.0,0.0,0.0,3.786637555890627,6.248930240105376,6.630631102061804,7.136687495879846,6.648568112768955,3.918726638098867,7.916964606773794,3.201410506434386,3.2031641153384656
75.0,0.0,0.0,0.0,4.006698117656839,6.220301908754711,6.938206521480028,7.016077431323863,6.483908342246121,3.9088693611207197,8.2166192756263,3.471252418773636,3.1181936074325005
76.0,0.0,0.0,0.0,4.336281386705229,6.195662783224817,7.2112044820476005,6.893989329552169,6.306867108290213,3.999056685579455,8.53121318719885,3.7506292038889617,3.0594246232297984
77.0,0.0,0.0,0.0,4.748180544968495,6.161545755380938,7.396801029183859,6.732372498822773,6.117004124526654,4.129085085686426,8.801571870607553,4.041801403509142,3.0264561552880087
78.0,0.0,0.0,0.0,5.218843017969384,6.104426952552593,7.452451366108101,6.5246068258881005,5.914069788384853,4.230012197519061,8.980482694862244,4.3501780133340615,3.028648747664449
79.0,0.0,0.0,0.0,5.723417131087749,6.013342677809876,7.358937870530417,6.2816772987950795,5.685229808087161,4.266754094612002,9.07461542925136,4.658770128158918,3.06657135814637
80.0,0.0,0.0,0.0,6.230775235510237,5.88568235659899,7.133815542208698,6.02618636182112,5.415178578625321,4.246368640761405,9.086181696023932,4.949454385612992,3.1394470664294936
81.0,0.0,0.0,0.0,6.710939002949546,5.723086050235423,6.825061958067617,5.7731024354304505,5.101994658106295,4.208004463533497,9.03056218863563,5.214549321542999,3.236382375372038
82.0,0.0,0.0,0.0,7.139842627401513,5.534432719643207,6.497588540356303,5.52955672279439,4.758791388562054,4.192625238702968,8.91593399255629,5.448222112219408,3.346163297159277
83.0,0.0,0.0,0.0,7.511230635305792,5.327239259989864,6.214093431277068,5.293793568476408,4.401311099306228,4.225065922419033,8.760912171772912,5.649616795432764,3.454779077058022
84.0,0.0,0.0,0.0,7.807651453516851,5.100102430541742,6.017915693130605,5.078161764675909,4.040829149073392,4.308402910248481,8.550690860632765,5.803073649599358,3.5578310791904
85.0,0.0,0.0,0.0,8.021448124646476,4.851297283488474,5.912053962317719,4.881335006214757,3.6819014323065673,4.434028986678361,8.27926881918501,5.900783977316389,3.6472301584844984
86.0,0.0,0.0,0.0,8.13132889739141,4.5872031272489595,5.866377531689135,4.708295167254397,3.3446807987868272,4.59209895439257,7.9681805993304256,5.9337089893348836,3.7115427876283174
87.0,0.0,0.0,0.0,8.136550665935085,4.316200379573387,5.842259284215629,4.5559690515406235,3.051475984280977,4.769364224470538,7.599075392875293,5.906198173932487,3.7459966541003538
88.0,0.0,0.0,0.0,8.0347893696,4.043692097700964,5.81671973571057,4.408711754669531,2.8099235302674,4.937297005595267,7.178692672442646,5.82310340632747,3.748701361297118
89.0,0.0,0.0,0.0,7.838583286003192,3.7773824662247435,5.765747037459193,4.239121850470189,2.6243043550073266,5.053201350486097,6.705115961132372,5.682390799958114,3.724567468431155
90.0,0.0,0.0,0.0,7.5523398830251764,3.534715222198564,5.666135339326338,4.03941082019826,2.4938618469338656,5.082066523676631,6.197585550758556,5.496498790837107,3.6851126728993937
91.0,0.0,0.0,0.0,7.193708185440432,3.339910107409901,5.51918960244382,3.840583040261595,2.411202868214636,5.007593410729945,5.654617675906985,5.271331453937075,3.634572477464843
92.0,0.0,0.0,0.0,6.7751573988671785,3.2095525657485187,5.332059857539701,3.687588802525488,2.39169355319446,4.854999090085724,5.098962649163835,5.022244119773318,3.5711748028220662
93.0,0.0,0.0,0.0,6.302732836402192,3.1572278845847364,5.092428065509613,3.6030666405339438,2.45223803793584,4.6759607185539105,4.568072542008968,4.734528387799301,3.4912383747008287
94.0,0.0,0.0,0.0,5.780010568486559,3.1872841625059363,4.800737015860416,3.572731976027837,2.5556676544995844,4.529040568343106,4.109626099718536,4.41566175506397,3.388909294676967
95.0,0.0,0.0,0.0,5.229358708094857,3.243194467855401,4.546218816585684,3.569492247653966,2.6731940032569583,4.461321489660243,3.7470976367732485,4.085288306690189,3.265271298093536
96.0,0.0,0.0,0.0,4.671066653539167,3.236861853132224,4.5038000537681775,3.6039339197249136,2.8463526699396486,4.445752405796912,3.528199954237481,3.7489676285316937,3.1262070793204453
97.0,0.0,0.0,0.0,4.159892006745682,3.1247486414248837,4.70320290530866,3.6850639607806777,2.9952135484803666,4.4398456238654065,3.5563899337489726,3.4344590276428537,2.9832774666624076
98.0,0.0,0.0,0.0,3.7937481102080928,2.945155760314894,4.958341131873118,3.786024039986141,3.047492896470341,4.429592794187157,3.7880685333215296,3.215008719911456,2.8677933043885444
99.0,0.0,0.0,0.0,3.62907360115324,2.8084314147677496,5.11669512818932,3.8894882021895967,3.0722816891259668,4.3863098138341,4.089219176581868,3.1127848171546946,2.7998464603875086
100.0,0.0,0.0,0.0,3.6054836352076407,2.767371750434456,5.182998061230555,3.9977328182211207,3.12969842943262,4.348557282359858,4.368766224437331,3.078585610054548,2.780540147773487
