GaitCyclePercent,R_Hip Flexion/Extension,L_Hip Flexion/Extension,R_Hip Add/Abduction,L_Hip Add/Abduction,R_Hip Int/External Rotation,L_Hip Int/External Rotation,R_Knee Flx/Extension,L_Knee Flx/Extension,R_Knee Add/Abduction,L_Knee Add/Abduction,R_Knee Int/External Rotation,L_Knee Int/External Rotation,R_Ankle Dorsi/Plantarflexion,L_Ankle Dorsi/Plantarflexion,R_Ankle Inv/Eversion,L_Ankle Inv/Eversion,R_Ankle Add/Abduction,L_Ankle Add/Abduction,R_Foot Angle,L_Foot Angle,R_Shank Angle,L_Shank Angle,R_Thigh Angle,L_Thigh Angle
50.0,0.0,0.0,0.0,0.0,0.0,0.0,4.184919193553394,4.757425023458306,2.3730958067498715,2.6366603491636313,3.249278659592085,5.425933498754468,3.198956055691843,3.4897974226884654,2.5123380297268345,3.1460392811562214,3.59436569975547,4.86126717619959,3.7115132934123682,4.276955471968183,2.031127645205572,2.462509040931042,3.3210369371662067,3.1267299579669108
51.0,0.0,0.0,0.0,0.0,0.0,0.0,4.242815367540458,4.760197524503911,2.4310761924462563,2.722415428935625,3.1859153639781335,5.433304651560713,3.6383390281769223,3.8179078789660577,2.6076787007708546,3.190421211278115,3.75934725080695,4.96941870641103,4.289620835850614,4.6950055549235685,2.127288442821973,2.541371963680709,3.3932214357660517,3.1043825138072805
52.0,0.0,0.0,0.0,0.0,0.0,0.0,4.325254331368202,4.780196199838964,2.4844067596764914,2.8261757287935945,3.149433715174234,5.438081463919431,4.143398776207289,4.2123867900847785,2.703683569095088,3.2393833920974227,3.958218827909247,5.088285712373407,4.926477859022737,5.2038352898407485,2.2259594142257737,2.6349200695771686,3.4707372015876867,3.0806343706162025
53.0,0.0,0.0,0.0,0.0,0.0,0.0,4.442026228067415,4.825375313430721,2.53914534113171,2.9621105035837263,3.157124562931357,5.4302886407099065,4.7229670859375945,4.692995714724885,2.8022925395398977,3.325701793855571,4.1785441772173995,5.199033187344801,5.627059772572623,5.8172196564573735,2.327696664986566,2.7428504926682216,3.5684367399305637,3.0627279104778484
54.0,0.0,0.0,0.0,0.0,0.0,0.0,4.607540949396368,4.904933678829838,2.6096716398040516,3.130363449839617,3.2265767914617864,5.4143184793307,5.373710167859727,5.268479532181964,2.9080687776075957,3.489313359553559,4.412558646624497,5.271916126013147,6.3860636430404165,6.539723335133176,2.425832742318451,2.8720541218356392,3.709268411753445,3.0575501583707134
55.0,0.0,0.0,0.0,0.0,0.0,0.0,4.828938856023441,5.029912921957913,2.7094468118562616,3.323046257023712,3.367712606169582,5.427194569313859,6.118302404406356,5.9612718987518285,3.0515212545524335,3.7429818001110102,4.661567143128613,5.286952059079775,7.234452941770549,7.384477165503807,2.540271117884525,3.016299640019767,3.893350958782582,3.0654332263020043
56.0,0.0,0.0,0.0,0.0,0.0,0.0,5.114289192794822,5.205271571202213,2.8413817741140233,3.5274279248639533,3.570380352186805,5.52756103857741,6.945986232003417,6.777268612166654,3.261284093805146,4.055001329298748,4.93969492438872,5.270444935564579,8.168576066024428,8.336387967316785,2.669856042554227,3.1686126529692493,4.131031805500698,3.090350251769805
57.0,0.0,0.0,0.0,0.0,0.0,0.0,5.456071084266079,5.424000441335236,3.0001243973453438,3.740659408740678,3.827791765343625,5.734782539563134,7.8333705209261435,7.680271385794562,3.5231398144936206,4.394004792613005,5.264289426148689,5.28087537965831,9.11517336078498,9.346411300771408,2.8091164646863636,3.311966912043091,4.422879468921421,3.143497154725525
58.0,0.0,0.0,0.0,0.0,0.0,0.0,5.802261978712448,5.65626027081612,3.1771461798104856,3.9739580543568365,4.118952927917928,6.001396875113209,8.709540951583408,8.628034856368455,3.766810703047006,4.768302531536241,5.615467295355987,5.326744464653593,9.995650158618886,10.359816887916457,2.9458179470989867,3.41912773811697,4.746708046566472,3.229464402105213
59.0,0.0,0.0,0.0,0.0,0.0,0.0,6.074300132348756,5.853007354388014,3.3905366188076766,4.2576272388963465,4.413507126905802,6.216911407666117,9.426016947299008,9.534367397619883,3.9395906195196186,5.1529787627724435,5.929704091280358,5.327899752473427,10.66013908052013,11.260533519520719,3.0546611720253516,3.4812602971649316,5.042797248478275,3.328365244212256
60.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2223032451379305,5.974888815845467,3.672057784723076,4.601964610735122,4.713426067041704,6.2831045040710345,9.864701314024241,10.290876382226175,4.07325411155233,5.470899816415081,6.131623901774203,5.197608231100044,10.995346622451132,11.995360878103288,3.152235658202448,3.495191783957036,5.2575871972410395,3.404862116782559
61.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2422986411447265,6.0105091189044,4.031752936447869,4.988185037930665,5.070658939252867,6.190678962855812,9.986132901860033,10.823852173225374,4.1778509061617,5.715770964984019,6.207297541834478,4.9582180995873255,10.986628134605507,12.468454901442396,3.2373201936604037,3.4708224152916656,5.382998456680031,3.4356225961246287
62.0,0.0,0.0,0.0,0.0,0.0,0.0,6.166955177729742,5.9754826768908345,4.438624534537903,5.385341947846532,5.40730322627521,5.988983256659703,9.77652249256744,11.071964750808188,4.227186294372732,5.9801738880320405,6.252268175653399,4.720116118645116,10.667890384442323,12.627903044433884,3.29900961036035,3.4165975114932547,5.4266107263295105,3.4316522268468015
63.0,0.0,0.0,0.0,0.0,0.0,0.0,6.010193795487204,5.899708058245801,4.834880350099854,5.779319933746755,5.5584604879178325,5.726845160989871,9.202924948714255,11.061661000381092,4.306349318623699,6.342636905157576,6.364423959823238,4.60410590500556,10.079722373666938,12.535121777252913,3.2752776692110213,3.3424926168383116,5.431099857393115,3.4100356947950323
64.0,0.0,0.0,0.0,0.0,0.0,0.0,5.752923144325139,5.78582404443853,5.180161665778123,6.149956078648209,5.449020351655606,5.476476384503846,8.317593408967987,10.773751352672345,4.575174323868516,6.7023727740926065,6.516285030872939,4.650240065830932,9.242053761683517,12.10286152972412,3.174102020692915,3.2298786625900675,5.388918053318764,3.3932837806107563
65.0,0.0,0.0,0.0,0.0,0.0,0.0,5.43120155995818,5.633501267469122,5.438014947934405,6.440913755921267,5.079366675771056,5.295364569172094,7.37093796007916,10.156534218562687,4.968187492842957,6.8975147220409365,6.6505976928589465,4.738373085064096,8.244321347511915,11.263328894449765,3.073354518820409,3.0715906030765727,5.292607997226314,3.3812762792837447
66.0,0.0,0.0,0.0,0.0,0.0,0.0,5.086256863301854,5.466620765971249,5.555389513942851,6.633115628544321,4.6095743313767095,5.213187124905849,6.571410539115435,9.30140912407766,5.212640450453756,6.931338842804074,6.7729562099128655,4.733735490877167,7.282631537412514,10.042455532228825,3.026001372667571,2.9260250529190817,5.14258201434433,3.37488425796276
67.0,0.0,0.0,0.0,0.0,0.0,0.0,4.665791886447582,5.289139981327662,5.509351599145523,6.76688964932505,4.298846642093193,5.270037919626552,5.917182554259458,8.517262861278107,5.255705819844343,6.950860568071634,6.848203122404478,4.6251024774633045,6.422638803002978,8.805439000018893,3.020695758643464,2.800193665746435,4.9412773213110155,3.3582404247242894
68.0,0.0,0.0,0.0,0.0,0.0,0.0,4.159052193737826,5.110118501645757,5.386572875535192,6.8796354211621535,4.291426578277185,5.41608693139418,5.557535381884683,8.122885620359444,5.269066069247097,7.0444611870730975,6.872844844825564,4.45561083466942,5.856402548216997,8.00015223087466,3.0441070652620095,2.673432467112348,4.713863469502579,3.333565580396712
69.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6075284817205033,4.924859689412529,5.2650567569194,6.965311115876616,4.490226100415829,5.6134240961436195,5.599040654630003,8.079824565395594,5.308037740505061,7.15174933229752,6.823328561693746,4.188703420955912,5.862198950921406,7.650816031398644,3.1236392708809504,2.543405193369969,4.465127926771089,3.308733373271225
70.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0966828293935347,4.739511424999707,5.17602838923964,6.9955685002824035,4.787440852916738,5.821240352904747,5.827199251665189,8.14874052980492,5.285970692568673,7.17203707865295,6.628581211366446,3.8246470172743647,6.278273170703266,7.567108688939501,3.2300846288617246,2.414186778775794,4.2211211584343005,3.297490324586307
71.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6644316273950905,4.5880460294805685,5.147132332504384,6.960673551051153,5.1581167955800185,5.991884062070966,6.057240211014245,8.203306066571725,5.123948659820803,7.06322234197337,6.297512289029351,3.4144650968539856,6.878416740130533,7.564565063129713,3.35642390018839,2.3395254948812334,3.961845061148432,3.292275917015434
72.0,0.0,0.0,0.0,0.0,0.0,0.0,2.338057209540288,4.4872884435538,5.16926398435942,6.871961778587448,5.5856218022808966,6.148826113772902,6.204912298439041,8.1531952669061,4.836151767475096,6.895235299498706,5.896689958465823,3.072089485668215,7.477310956980047,7.570757256613691,3.5415740809695198,2.3215460825949914,3.678407470330292,3.3046532512869984
73.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2162664367185627,4.449021386889277,5.214902597002907,6.749532757599708,6.000838740825048,6.346580619261278,6.278080638096904,7.975296800723291,4.510502190320688,6.734664869704641,5.52856800139848,2.8636954895060187,8.05940617128486,7.562531199207861,3.803786996428064,2.3746819045350382,3.3697426990183152,3.324718802271334
74.0,0.0,0.0,0.0,0.0,0.0,0.0,2.383412043101703,4.514100513359463,5.273012840478822,6.609006910657382,6.351747413159257,6.602582706094555,6.3498070233939234,7.741207236249585,4.225752019165136,6.587006796393054,5.261056412987117,2.794514827735636,8.666911385163592,7.582816703109812,4.1285025470390915,2.515769596551673,3.0508640074504707,3.346070799734529
75.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7911733652853923,4.6827480765107445,5.364560309205328,6.455424917036842,6.631845940505193,6.903278954762497,6.446667865293509,7.502719784979599,3.9977927130007633,6.412191954999573,5.12717160989222,2.853028718618463,9.280867574718547,7.6770024836510755,4.484179811748928,2.719151466537134,2.7254501187267577,3.3813757807517253
